Loan Amount,Credit Score,Property Value,Loan-to-Value Ratio,Loan Term (years),Employment Length,Location,Loan Type,Property Type,State,Interest Rate,Debt-To-Income DTI,Down Payment $,Income,Ocuppancy Type
461032,761,562797,0.7197841104958556,20,3-5 years,Suburban,Adjustable,Townhouse,TX,7.22,22,37103,229454,Secondary
204594,778,390484,0.5991709066826214,30,3-5 years,Urban,Adjustable,Multi Family,MI,4.33,21,30621,348267,Investment
305384,687,335812,0.8614066168645513,15,< 1 year,Suburban,Adjustable,Townhouse,IL,6.84,21,93558,305047,Investment
347991,728,500446,0.7862987958742051,20,< 1 year,Urban,Adjustable,Townhouse,GA,7.61,16,98917,292279,Investment
357408,759,529355,0.9228161963471577,20,10+ years,Rural,Adjustable,Multi Family,FL,8.26,17,47277,292336,Primary
393339,678,687514,0.7395344917226832,15,1-3 years,Rural,Fixed,Multi Family,TX,8.11,46,62277,158816,Investment
484991,755,257525,0.9551798971018186,25,3-5 years,Urban,Fixed,Townhouse,FL,7.39,30,40006,153342,Primary
253905,713,236975,0.6608222660151317,30,1-3 years,Suburban,Fixed,Condo,CA,5.97,41,14453,249689,Primary
402617,832,686644,0.6043836822820412,25,3-5 years,Urban,Adjustable,Townhouse,GA,5.76,48,62185,238611,Secondary
130912,658,293008,0.7513086415745819,40,10+ years,Rural,Adjustable,Multi Family,OH,1.08,23,94260,295842,Primary
279741,714,671168,0.923927670317045,15,5-10 years,Urban,Fixed,Multi Family,IL,6.85,27,31895,137939,Secondary
290941,665,290333,0.5653880838576144,30,< 1 year,Suburban,Fixed,Townhouse,TX,5.93,10,27742,271841,Secondary
476286,814,338307,0.5436216490002004,25,3-5 years,Rural,Fixed,Townhouse,CA,5.99,22,89589,192267,Primary
485986,816,284956,0.8365842259541034,30,1-3 years,Suburban,Adjustable,Single Family,NY,7.28,45,43460,194193,Secondary
446478,745,487573,0.643003548768066,40,< 1 year,Urban,Adjustable,Multi Family,GA,2.77,18,52750,163483,Investment
220332,733,374149,0.811850362417504,30,5-10 years,Rural,Fixed,Condo,FL,4.97,45,18249,201145,Investment
383822,643,545887,0.7070864792750395,20,1-3 years,Urban,Adjustable,Single Family,NC,6.39,44,50881,235404,Investment
127892,794,557650,0.9063542947204559,15,1-3 years,Rural,Adjustable,Condo,NY,10.28,41,47555,148020,Investment
326254,787,245397,0.9987829843487297,40,3-5 years,Rural,Adjustable,Single Family,NY,3.79,41,82609,217461,Primary
334836,640,400575,0.6692967874403191,15,< 1 year,Urban,Fixed,Multi Family,GA,6.77,13,68813,222500,Secondary
314136,665,629536,0.5356164258594598,15,3-5 years,Urban,Adjustable,Multi Family,PA,8.87,49,16195,166317,Secondary
170223,655,554017,0.6683280525352286,20,1-3 years,Suburban,Adjustable,Multi Family,FL,7.89,21,14326,344482,Investment
201145,686,503225,0.9886196361329205,25,3-5 years,Rural,Fixed,Townhouse,CA,4.31,29,69344,278490,Investment
471274,728,409028,0.8745039049759675,25,< 1 year,Rural,Fixed,Condo,IL,5.45,12,89409,184932,Primary
397334,757,285683,0.929481730382259,40,10+ years,Rural,Adjustable,Multi Family,OH,3.16,35,68325,223860,Primary
134834,829,454284,0.6550485509002955,30,10+ years,Suburban,Adjustable,Single Family,CA,6.44,28,38097,122215,Secondary
139965,712,454162,0.8372988076738624,25,1-3 years,Suburban,Fixed,Condo,GA,5.11,45,12204,188450,Investment
467894,690,570281,0.9017935262328958,15,10+ years,Suburban,Fixed,Townhouse,IL,8.28,15,21252,307683,Investment
419623,711,350982,0.8627653974807541,30,3-5 years,Rural,Fixed,Townhouse,CA,4.99,44,40135,207935,Secondary
266972,717,472602,0.8071788309849088,40,10+ years,Suburban,Adjustable,Condo,NY,1.73,40,17080,169946,Investment
219981,750,615299,0.7757935007826526,15,1-3 years,Suburban,Fixed,Single Family,TX,8.12,19,95617,287292,Investment
179557,819,256248,0.7223525841771683,40,1-3 years,Urban,Fixed,Townhouse,PA,4.31,16,18787,335412,Investment
444541,823,619025,0.6869147969319147,40,1-3 years,Urban,Fixed,Multi Family,OH,3.76,33,50700,147175,Investment
355923,840,258588,0.8112125228286263,40,< 1 year,Urban,Adjustable,Condo,NC,3.63,27,76352,215375,Secondary
187291,791,218346,0.974040338116055,30,5-10 years,Suburban,Adjustable,Condo,IL,4.68,33,20879,107702,Investment
363195,708,391231,0.7157333741555206,30,< 1 year,Rural,Fixed,Condo,MI,5.73,40,23887,118719,Secondary
248791,732,240168,0.7758249255323644,15,10+ years,Urban,Fixed,Condo,OH,8.08,38,35883,346474,Primary
161011,684,256436,0.5139479958820605,15,< 1 year,Urban,Adjustable,Condo,TX,6.53,11,96867,101097,Secondary
425228,818,292903,0.7907393611989242,25,< 1 year,Suburban,Adjustable,Multi Family,TX,8.32,25,46801,170899,Secondary
278942,832,519132,0.5216226798620381,20,5-10 years,Urban,Adjustable,Townhouse,MI,7.54,36,97573,208605,Primary
259062,736,544485,0.6963934566102288,30,3-5 years,Rural,Adjustable,Single Family,MI,5.57,22,48338,189402,Investment
188730,791,558742,0.8873204482590835,25,5-10 years,Rural,Fixed,Condo,OH,8.29,19,20475,137754,Secondary
425613,693,245255,0.7569180543271785,15,< 1 year,Suburban,Fixed,Single Family,IL,8.65,36,83503,327118,Secondary
467869,710,317289,0.9598199757795913,40,3-5 years,Suburban,Adjustable,Condo,TX,4.2,17,36940,148630,Investment
410616,786,560947,0.8125517515495477,40,10+ years,Suburban,Fixed,Condo,IL,2.58,10,75741,279989,Secondary
465982,813,520472,0.729436468497662,40,5-10 years,Rural,Adjustable,Single Family,NY,4.45,44,55115,142705,Investment
356654,673,451029,0.9964830731479827,25,3-5 years,Rural,Fixed,Multi Family,CA,7.04,34,10225,193500,Investment
201087,668,432722,0.8702230739243513,15,10+ years,Urban,Adjustable,Single Family,NY,8.67,28,79495,305523,Secondary
316043,809,476511,0.5217432986194801,15,1-3 years,Rural,Adjustable,Townhouse,GA,9.69,14,63926,344896,Primary
443243,673,289861,0.7752821727512905,40,5-10 years,Suburban,Fixed,Townhouse,PA,3.26,21,69434,322984,Secondary
301101,705,587008,0.8306176456514209,20,5-10 years,Suburban,Fixed,Townhouse,NC,7.33,32,66727,286132,Investment
166510,644,622100,0.7095728871136617,30,3-5 years,Rural,Adjustable,Condo,FL,5.48,38,70148,248497,Secondary
312200,825,550827,0.8237763616435407,15,1-3 years,Urban,Adjustable,Condo,MI,10.28,10,13713,345679,Investment
176420,694,331225,0.656212164663265,15,3-5 years,Rural,Fixed,Townhouse,TX,6.38,21,15322,112221,Secondary
119989,782,551556,0.8646841350063792,30,3-5 years,Urban,Fixed,Townhouse,PA,6.01,14,97388,339275,Secondary
172753,837,557401,0.8483261211553391,30,3-5 years,Suburban,Fixed,Single Family,NC,7.65,26,95293,275511,Secondary
193387,712,610638,0.9832170133317967,20,10+ years,Rural,Adjustable,Townhouse,CA,7.54,45,80192,137588,Primary
344027,703,362241,0.9282363764155235,15,1-3 years,Urban,Adjustable,Multi Family,TX,8.05,44,62025,273067,Secondary
195619,749,353612,0.5127904791809887,40,1-3 years,Rural,Fixed,Condo,GA,4.19,33,22475,254360,Primary
136159,726,327356,0.7996299912022528,40,1-3 years,Urban,Adjustable,Multi Family,MI,2.26,39,13563,278429,Secondary
132510,761,260020,0.8103511704633021,20,10+ years,Urban,Fixed,Multi Family,NC,7.29,23,53635,113919,Secondary
122153,839,202788,0.8895838655967585,20,3-5 years,Suburban,Fixed,Single Family,TX,6.89,34,74556,194835,Primary
419088,795,263617,0.7545516827587913,30,10+ years,Suburban,Adjustable,Multi Family,GA,5.62,18,11437,340358,Primary
321294,716,347944,0.537098734432577,40,< 1 year,Urban,Fixed,Multi Family,MI,2.74,49,43995,170226,Investment
448537,759,612261,0.644449101986352,20,1-3 years,Suburban,Adjustable,Townhouse,TX,6.38,21,78301,246008,Secondary
444569,770,204578,0.5696347652471021,20,1-3 years,Suburban,Adjustable,Multi Family,TX,8.27,29,62382,136693,Investment
381893,811,668854,0.6455356819737885,40,< 1 year,Suburban,Fixed,Multi Family,CA,4.32,16,29437,291472,Primary
305561,777,569438,0.9681272896150943,20,5-10 years,Rural,Fixed,Single Family,MI,6.96,42,55791,189651,Investment
190790,848,563267,0.9027261650087419,30,< 1 year,Suburban,Fixed,Condo,PA,6.68,11,34742,125641,Primary
252053,797,564880,0.6799862580183806,20,1-3 years,Urban,Fixed,Single Family,TX,9.08,45,50434,213567,Secondary
490053,773,684286,0.8769143947539368,25,1-3 years,Urban,Adjustable,Multi Family,IL,6.28,21,76610,243967,Primary
470303,711,446880,0.9662763762053874,15,3-5 years,Rural,Fixed,Multi Family,PA,7.63,32,58714,298661,Primary
318404,775,275817,0.5814351987277637,30,< 1 year,Suburban,Fixed,Townhouse,OH,6.13,42,51389,320709,Secondary
263482,695,551635,0.5018994228037662,30,< 1 year,Rural,Adjustable,Condo,PA,3.5,48,75793,107110,Primary
409762,733,459636,0.8998609926533401,20,3-5 years,Rural,Fixed,Single Family,PA,7.55,27,77232,148965,Secondary
193099,782,571208,0.5808682889741739,15,3-5 years,Urban,Fixed,Single Family,PA,9.05,22,32709,237849,Secondary
337174,775,463231,0.5009133054801836,15,1-3 years,Urban,Adjustable,Single Family,GA,8.13,44,89083,128761,Secondary
111471,733,366492,0.6590589828116444,20,< 1 year,Suburban,Adjustable,Single Family,NY,8.14,22,30083,146915,Secondary
266625,730,373867,0.7943204408936069,15,< 1 year,Suburban,Fixed,Condo,GA,8.19,22,17160,100815,Primary
223894,703,609188,0.932231790420278,20,< 1 year,Suburban,Adjustable,Single Family,TX,8.42,50,48473,276952,Investment
112292,645,365160,0.8613420508099228,25,3-5 years,Urban,Fixed,Condo,IL,5.53,30,41714,165797,Primary
496216,671,411122,0.8355904843254653,25,1-3 years,Urban,Fixed,Townhouse,PA,4.94,45,17912,215113,Primary
210916,675,522332,0.8400794174413908,15,5-10 years,Rural,Adjustable,Condo,MI,9.14,19,47956,325324,Investment
267791,774,263834,0.9756999387631138,25,3-5 years,Suburban,Adjustable,Condo,OH,7.72,42,25317,209738,Primary
167280,782,425613,0.7943929245591319,15,10+ years,Suburban,Fixed,Condo,MI,9.75,30,48655,135702,Secondary
424366,707,521003,0.5165160663580315,15,1-3 years,Rural,Adjustable,Single Family,OH,7.17,28,40305,158450,Primary
348602,759,518250,0.7148023533123724,15,3-5 years,Urban,Fixed,Multi Family,FL,9.67,18,15300,297413,Primary
450994,713,494612,0.9031548209228195,30,3-5 years,Suburban,Fixed,Townhouse,TX,6.15,15,30969,303762,Investment
435290,826,344871,0.9777805199114161,40,10+ years,Suburban,Adjustable,Townhouse,MI,5.2,37,42878,158070,Primary
376241,706,633689,0.8495382420106985,30,5-10 years,Rural,Adjustable,Condo,CA,5.57,12,44370,240964,Primary
234074,750,213799,0.8818976973517635,20,5-10 years,Suburban,Adjustable,Condo,OH,7.67,29,79775,316402,Secondary
328940,768,456036,0.5307849974045594,30,3-5 years,Urban,Adjustable,Townhouse,IL,6.69,19,72628,160208,Investment
491262,775,394135,0.53444189023577,15,1-3 years,Suburban,Adjustable,Condo,FL,9.74,39,62839,107507,Secondary
403869,768,585812,0.742035612786026,30,< 1 year,Urban,Fixed,Multi Family,IL,7.06,46,18181,145413,Investment
111238,658,505523,0.7633651269028995,15,3-5 years,Suburban,Fixed,Multi Family,IL,8.25,15,38944,209791,Investment
306806,776,615946,0.6760080573991141,40,5-10 years,Rural,Fixed,Single Family,CA,3.51,31,79857,348071,Investment
401025,838,499351,0.7715664335036406,20,5-10 years,Suburban,Fixed,Single Family,OH,6.87,42,46752,248442,Secondary
288819,774,490869,0.9262493463812731,30,3-5 years,Urban,Adjustable,Townhouse,NC,7.04,23,41365,176620,Investment
310954,687,645850,0.5968432079737422,15,< 1 year,Rural,Fixed,Condo,FL,7.85,43,48644,139337,Secondary
160331,714,615359,0.9400719098022517,20,5-10 years,Rural,Fixed,Multi Family,GA,7.73,32,15603,272583,Secondary
491946,698,440114,0.9847822815713106,25,1-3 years,Urban,Adjustable,Single Family,TX,5.28,15,42378,163126,Investment
421507,656,593977,0.9036671964440045,40,< 1 year,Urban,Adjustable,Townhouse,MI,2.19,28,19634,302629,Investment
101401,681,344571,0.7842166738353402,15,< 1 year,Rural,Fixed,Multi Family,TX,7.6,50,26432,303486,Investment
115113,795,319575,0.6738628236535614,25,10+ years,Rural,Fixed,Single Family,OH,7.24,50,11081,198356,Investment
286590,673,202585,0.9513034145210092,25,3-5 years,Rural,Adjustable,Condo,GA,4.92,26,50008,219818,Secondary
219192,773,453116,0.9433194767386806,30,3-5 years,Rural,Adjustable,Condo,FL,6.39,49,30672,162219,Investment
359727,822,496269,0.6459565915772287,30,10+ years,Rural,Adjustable,Townhouse,FL,5.58,43,40651,209995,Investment
371149,779,353550,0.7432780595496682,20,1-3 years,Suburban,Fixed,Condo,PA,6.73,28,83090,180131,Investment
237548,716,689184,0.5105260497740277,25,10+ years,Suburban,Fixed,Single Family,CA,6.36,43,20702,149549,Secondary
183000,703,499174,0.683924387791834,40,5-10 years,Rural,Fixed,Single Family,OH,3.9,24,85433,197635,Investment
303633,680,231919,0.6463231983277368,15,5-10 years,Suburban,Fixed,Multi Family,TX,8.78,37,83018,164344,Secondary
263911,710,402822,0.846149980075469,15,5-10 years,Rural,Fixed,Townhouse,GA,8.99,18,38602,154220,Secondary
407504,756,313998,0.6061324853602063,40,1-3 years,Urban,Fixed,Multi Family,IL,2.34,11,29032,211872,Primary
248324,663,216036,0.6394263907160784,15,3-5 years,Urban,Adjustable,Multi Family,PA,8.41,50,36767,139662,Secondary
360014,812,341774,0.9067626038380799,40,5-10 years,Urban,Fixed,Single Family,MI,3.91,25,19645,287064,Investment
160923,674,212095,0.5827991007481682,15,5-10 years,Rural,Adjustable,Townhouse,FL,7.1,23,93377,286224,Primary
392783,659,478976,0.5523224974782935,25,1-3 years,Urban,Fixed,Condo,IL,5.94,48,22095,319839,Investment
386631,648,674882,0.5693190655898179,20,1-3 years,Rural,Fixed,Single Family,OH,5.57,43,65566,160094,Secondary
202115,762,482936,0.818662532328237,20,1-3 years,Urban,Adjustable,Condo,GA,8.11,42,50030,168946,Secondary
254406,795,500602,0.7045674646963443,30,5-10 years,Suburban,Adjustable,Condo,OH,5.71,50,23183,201046,Primary
468397,792,359226,0.6158549865748746,30,3-5 years,Suburban,Adjustable,Multi Family,TX,6.95,44,41680,124981,Secondary
113658,811,565982,0.9819258404158497,30,3-5 years,Rural,Adjustable,Multi Family,TX,7.21,44,50698,300503,Secondary
216383,668,415897,0.7579931288029748,25,< 1 year,Rural,Fixed,Townhouse,NC,6.39,23,36123,121786,Secondary
372964,762,274861,0.6383000538553943,30,5-10 years,Rural,Fixed,Single Family,MI,7.04,43,10537,340255,Secondary
364650,770,453502,0.5510743954303559,20,1-3 years,Rural,Fixed,Condo,FL,6.61,26,18463,250378,Secondary
200041,789,526858,0.8481614494476382,30,5-10 years,Suburban,Adjustable,Multi Family,IL,7.23,23,22384,173491,Secondary
467972,758,272921,0.6646579763963312,20,< 1 year,Urban,Adjustable,Multi Family,GA,6.6,11,11164,260980,Investment
468745,789,413853,0.9275361270793794,25,< 1 year,Rural,Adjustable,Condo,GA,6.96,40,99486,234935,Primary
243872,721,294412,0.5333740197232013,25,5-10 years,Urban,Adjustable,Single Family,MI,5.68,38,56046,129418,Primary
205351,737,415804,0.5619747727195421,15,5-10 years,Urban,Fixed,Townhouse,OH,8.46,26,36068,310137,Investment
419725,654,474098,0.7875701329554268,25,1-3 years,Urban,Adjustable,Townhouse,MI,5.98,36,40232,182170,Primary
431710,771,592000,0.5781022554671693,40,3-5 years,Rural,Adjustable,Condo,TX,3.87,26,48192,330872,Primary
165269,664,319206,0.5274187956163945,40,1-3 years,Suburban,Fixed,Multi Family,GA,1.74,15,53117,217396,Investment
248038,763,327621,0.746683948631783,15,1-3 years,Suburban,Fixed,Townhouse,FL,8.05,29,47373,209490,Secondary
287951,828,383982,0.7300661035920784,30,1-3 years,Urban,Adjustable,Townhouse,IL,7.58,14,98388,296234,Investment
398434,733,205270,0.8294301743883239,40,5-10 years,Urban,Adjustable,Condo,CA,4.19,26,43331,164959,Investment
255735,802,577533,0.7968077838623013,25,3-5 years,Urban,Adjustable,Townhouse,CA,8.07,32,86596,301846,Primary
456300,698,335247,0.9722600826639404,25,10+ years,Rural,Adjustable,Multi Family,IL,6.29,36,70826,313678,Secondary
216830,808,323643,0.9669621328220714,25,5-10 years,Rural,Fixed,Townhouse,OH,6.61,32,30822,285384,Primary
305788,734,460850,0.9432063890672773,25,10+ years,Urban,Fixed,Townhouse,IL,5.43,12,45296,287987,Investment
205561,846,347672,0.5512870697385597,30,3-5 years,Rural,Adjustable,Condo,FL,7.3,20,39202,333579,Primary
124182,682,298222,0.858474426846144,20,1-3 years,Rural,Adjustable,Condo,FL,7.23,19,31019,268394,Investment
218406,662,665400,0.976617036826974,30,1-3 years,Rural,Fixed,Townhouse,IL,4.82,41,24109,324004,Primary
258920,738,635249,0.5045058773485775,20,1-3 years,Urban,Fixed,Condo,NY,8.51,35,43417,316894,Investment
126351,725,368557,0.7921809756218781,40,1-3 years,Urban,Adjustable,Condo,IL,2.13,33,55569,324911,Secondary
125312,786,606366,0.5508953921937569,15,10+ years,Rural,Fixed,Townhouse,NC,7.46,34,67171,332981,Secondary
131098,846,511729,0.5504572013299005,30,3-5 years,Rural,Fixed,Multi Family,FL,5.93,10,53961,107166,Primary
200012,746,543773,0.6264651600390508,25,3-5 years,Rural,Adjustable,Multi Family,IL,7.48,29,61248,321442,Primary
492384,643,483430,0.7992035908961816,25,< 1 year,Urban,Fixed,Single Family,GA,5.75,22,41772,162326,Secondary
482653,765,600774,0.6387829731841302,40,10+ years,Urban,Adjustable,Single Family,FL,4.5,26,86787,321266,Secondary
410388,661,243215,0.9465357236285594,40,< 1 year,Urban,Adjustable,Condo,NY,2.32,41,95335,171208,Investment
307799,667,629519,0.6003167059470638,30,1-3 years,Suburban,Fixed,Condo,GA,5.31,20,60400,218113,Investment
233797,773,283855,0.8362256781111552,40,< 1 year,Rural,Fixed,Townhouse,GA,4.58,18,52613,169631,Primary
124879,834,660825,0.7399313432267395,15,3-5 years,Urban,Adjustable,Townhouse,CA,9.47,47,85099,312410,Primary
171155,843,448614,0.8993566787965233,40,3-5 years,Urban,Adjustable,Condo,IL,3.71,23,77625,276723,Investment
198850,813,322055,0.8518473812523024,40,< 1 year,Suburban,Fixed,Townhouse,FL,4.4,47,95716,283893,Investment
205062,677,211599,0.6838260235914996,30,10+ years,Suburban,Fixed,Multi Family,TX,3.41,50,95411,301660,Primary
109792,762,681413,0.8142001481163279,30,< 1 year,Urban,Fixed,Condo,FL,5.21,28,99893,134263,Secondary
468707,769,655140,0.5843490328521433,40,5-10 years,Rural,Adjustable,Multi Family,TX,4.75,29,97492,305960,Secondary
459344,675,315075,0.8575787447239765,15,10+ years,Urban,Adjustable,Townhouse,FL,6.62,26,71557,275310,Secondary
159318,690,269911,0.7341496126080043,15,5-10 years,Rural,Fixed,Condo,GA,8.26,37,20505,300778,Primary
282909,711,491704,0.5970115112739565,15,10+ years,Urban,Fixed,Condo,NY,6.67,41,12324,345522,Primary
435589,824,692988,0.6458348239014096,30,5-10 years,Suburban,Fixed,Single Family,NY,6.26,30,77940,142617,Secondary
368807,647,502371,0.892014152043952,20,1-3 years,Urban,Fixed,Multi Family,FL,5.64,43,67987,131036,Primary
161642,689,667732,0.5506332365961939,30,5-10 years,Rural,Adjustable,Condo,NC,5.88,28,97544,242838,Investment
131647,652,291405,0.9472988768200109,40,< 1 year,Urban,Adjustable,Condo,CA,3.14,25,36685,123119,Primary
485366,665,675769,0.9315158990289887,30,3-5 years,Suburban,Fixed,Multi Family,OH,3.57,48,12262,329051,Investment
355172,694,640867,0.6481283494389611,25,1-3 years,Suburban,Fixed,Condo,FL,6.0,38,52824,312279,Investment
314248,826,263783,0.6956522904205211,15,10+ years,Suburban,Adjustable,Single Family,FL,8.61,15,45175,197097,Secondary
256204,693,383364,0.6795467398076933,30,5-10 years,Suburban,Fixed,Townhouse,PA,6.34,17,97101,271972,Secondary
401023,828,376832,0.7240920103008222,30,1-3 years,Suburban,Adjustable,Condo,TX,5.62,32,39314,310377,Investment
479777,819,213701,0.7118344183585691,20,10+ years,Suburban,Fixed,Multi Family,MI,9.43,32,24636,153151,Primary
434233,844,531651,0.7838665467590253,30,1-3 years,Rural,Adjustable,Condo,PA,6.14,15,58081,197568,Primary
380379,707,308547,0.537199367416396,15,5-10 years,Suburban,Adjustable,Townhouse,NY,9.23,45,30976,163434,Investment
282972,837,346169,0.5441405918319804,40,5-10 years,Suburban,Adjustable,Townhouse,CA,3.67,32,92262,147455,Investment
371043,808,646460,0.7863508093060051,25,3-5 years,Urban,Adjustable,Townhouse,NC,8.42,41,89075,212252,Investment
270446,767,662993,0.5104213092355305,40,< 1 year,Urban,Fixed,Multi Family,NC,3.46,26,52400,315546,Investment
216690,824,308244,0.641417929296697,20,< 1 year,Rural,Adjustable,Condo,OH,7.6,13,90466,149236,Secondary
457811,781,389608,0.5114375294414446,30,10+ years,Rural,Fixed,Condo,IL,4.89,37,40378,335792,Secondary
148909,666,306075,0.516391641290044,15,1-3 years,Urban,Adjustable,Single Family,NC,6.3,32,15137,258225,Secondary
107760,659,351388,0.8537678321006388,25,1-3 years,Urban,Fixed,Single Family,FL,6.06,49,93434,189119,Investment
401826,710,359989,0.900762487761893,20,3-5 years,Suburban,Adjustable,Townhouse,NY,8.5,32,15892,109051,Secondary
473949,720,271896,0.6765730640937897,15,< 1 year,Urban,Adjustable,Townhouse,PA,8.65,17,78430,228054,Investment
106855,665,453255,0.6784288258668971,30,< 1 year,Rural,Adjustable,Condo,CA,5.27,27,67954,341086,Secondary
204435,842,654662,0.8163647861760719,25,10+ years,Suburban,Adjustable,Single Family,CA,6.37,33,52899,126540,Primary
350302,655,537348,0.7449961605325086,25,5-10 years,Rural,Adjustable,Condo,IL,5.74,44,63216,318041,Secondary
493619,780,213435,0.831764892259077,25,10+ years,Suburban,Fixed,Condo,CA,8.13,29,77783,173403,Primary
345392,757,341601,0.8147652411032105,15,< 1 year,Suburban,Adjustable,Single Family,CA,9.27,50,27527,274769,Secondary
301746,729,353156,0.6334112870622279,25,5-10 years,Urban,Adjustable,Condo,FL,5.26,18,11543,113946,Investment
201210,801,329715,0.6067754680475238,30,10+ years,Urban,Adjustable,Condo,OH,6.41,46,82612,228413,Investment
261233,653,593725,0.9088272984673114,40,10+ years,Urban,Adjustable,Single Family,TX,3.19,37,15463,133966,Secondary
248222,754,279837,0.6423574771298824,40,10+ years,Urban,Adjustable,Single Family,FL,3.94,27,38842,171587,Investment
202567,762,592092,0.97393301639574,40,3-5 years,Suburban,Fixed,Single Family,NC,4.18,36,32805,274901,Investment
423023,788,369140,0.8883503839973894,25,< 1 year,Urban,Adjustable,Multi Family,MI,7.93,46,90718,153963,Primary
218785,797,529677,0.7523279698667116,20,5-10 years,Rural,Fixed,Townhouse,GA,8.56,25,50257,158396,Secondary
261522,815,296361,0.5816682960360392,30,< 1 year,Rural,Fixed,Condo,NY,7.02,47,14089,195922,Primary
107141,721,635453,0.9873701371449558,25,1-3 years,Urban,Fixed,Multi Family,IL,7.56,45,88321,237301,Investment
118382,709,331562,0.5237627815764889,40,1-3 years,Rural,Fixed,Single Family,PA,1.91,27,69687,201464,Secondary
438988,845,224114,0.7423432047468119,20,10+ years,Suburban,Adjustable,Condo,OH,8.79,41,37593,329261,Investment
210024,798,303427,0.6772176897796345,40,5-10 years,Suburban,Adjustable,Single Family,GA,3.63,42,43560,139200,Investment
304884,825,443448,0.8341495080743078,40,1-3 years,Rural,Adjustable,Single Family,PA,4.03,25,97508,105156,Investment
226623,664,346189,0.7398147790662138,30,10+ years,Rural,Adjustable,Condo,NC,4.78,14,79429,223104,Primary
310210,691,217086,0.7273998024536785,20,10+ years,Urban,Fixed,Single Family,IL,5.35,17,95243,201900,Primary
256213,776,542609,0.8686239847214664,40,5-10 years,Suburban,Adjustable,Townhouse,CA,2.98,22,85561,255018,Investment
428951,810,217243,0.7161892758086728,40,5-10 years,Rural,Fixed,Single Family,PA,3.74,27,28401,215573,Primary
247629,768,219645,0.5105509771732395,15,10+ years,Suburban,Adjustable,Multi Family,OH,8.93,14,15844,201106,Secondary
150653,711,490128,0.7223158926830515,15,3-5 years,Urban,Fixed,Multi Family,MI,8.33,15,13707,325821,Investment
357852,660,368600,0.5406823150785699,30,10+ years,Urban,Fixed,Condo,FL,5.68,10,63409,256894,Investment
338824,707,229376,0.9504157001701018,15,5-10 years,Urban,Adjustable,Condo,TX,8.89,41,41600,300140,Secondary
442279,809,401296,0.9665383213537666,20,10+ years,Suburban,Adjustable,Townhouse,IL,7.05,46,60600,239711,Investment
143058,786,449889,0.9124150385081577,30,5-10 years,Rural,Adjustable,Multi Family,NC,6.82,48,50720,195641,Primary
341690,774,682022,0.8170124412950839,15,3-5 years,Suburban,Fixed,Multi Family,NY,9.74,28,38048,265208,Investment
453954,825,490268,0.7025645973076712,15,1-3 years,Suburban,Fixed,Multi Family,MI,10.32,36,20407,313589,Investment
499898,726,351322,0.5566168830457182,30,10+ years,Rural,Adjustable,Multi Family,GA,4.16,20,81886,200271,Secondary
474535,771,637706,0.8052499904162227,15,< 1 year,Suburban,Fixed,Single Family,TX,9.19,29,86501,145133,Investment
317429,700,594827,0.6563432903708979,25,1-3 years,Suburban,Adjustable,Condo,NY,6.87,29,76829,328238,Secondary
341648,686,643514,0.6937177594456962,25,3-5 years,Suburban,Adjustable,Multi Family,PA,5.73,47,12101,114190,Investment
308380,703,371120,0.8133582759412403,15,1-3 years,Urban,Adjustable,Condo,NY,7.14,27,33448,209094,Investment
254822,713,246097,0.9650283333729676,25,3-5 years,Urban,Adjustable,Townhouse,FL,6.4,10,34846,156804,Primary
219089,666,386897,0.5003851094736947,40,5-10 years,Urban,Adjustable,Single Family,CA,3.64,45,66770,182612,Investment
250851,641,265031,0.7296479463772333,20,3-5 years,Suburban,Fixed,Single Family,IL,7.4,22,97678,243413,Secondary
302718,647,496250,0.9461593637969372,20,< 1 year,Urban,Adjustable,Single Family,IL,7.77,45,49023,156212,Investment
444489,717,236015,0.8523267549384209,15,10+ years,Rural,Adjustable,Single Family,OH,8.18,29,56836,181475,Secondary
297123,642,232369,0.9497522560823257,25,< 1 year,Rural,Adjustable,Condo,PA,5.83,50,17358,148024,Investment
399006,707,329382,0.9510847850555613,30,10+ years,Rural,Fixed,Multi Family,NY,5.25,18,85192,222735,Secondary
110247,772,338323,0.6133023062221387,15,1-3 years,Urban,Fixed,Multi Family,TX,9.12,45,52797,337281,Investment
229406,783,600365,0.5107712124732829,25,1-3 years,Rural,Adjustable,Single Family,IL,5.95,48,21159,243773,Investment
399665,758,399207,0.9716369735735887,15,10+ years,Rural,Adjustable,Townhouse,PA,8.27,41,36591,198975,Investment
255863,696,283327,0.5435801715668949,40,10+ years,Suburban,Fixed,Multi Family,OH,2.39,15,42461,312487,Primary
363338,780,692265,0.9444910599263912,40,10+ years,Suburban,Adjustable,Single Family,OH,3.64,31,75960,327312,Investment
293920,741,327562,0.90737972927459,30,< 1 year,Urban,Adjustable,Townhouse,PA,4.45,11,30053,150103,Secondary
172221,812,461172,0.792925875254199,25,10+ years,Urban,Adjustable,Townhouse,GA,8.04,36,53380,251312,Secondary
481340,716,498403,0.9503756992015586,20,1-3 years,Rural,Fixed,Multi Family,NC,6.38,25,79797,294827,Secondary
322378,806,432491,0.745937671340664,30,< 1 year,Rural,Fixed,Townhouse,CA,6.95,31,69044,205396,Primary
493530,766,202871,0.5974077848391754,25,1-3 years,Rural,Fixed,Townhouse,MI,5.52,23,26014,295361,Primary
