Loan Amount,Credit Score,Property Value,Loan-to-Value Ratio,Loan Term (years),Employment Length,Location,Loan Type,Property Type,State,Interest Rate,Debt-To-Income DTI,Down Payment $,Income,Ocuppancy Type
454614,766,549804,0.9960275521794018,40,3-5 years,Rural,Fixed,Condo,OH,2.53,35,85268,137433,Investment
190966,772,606152,0.5169808872582509,40,5-10 years,Urban,Fixed,Multi Family,TX,2.93,34,91543,205539,Secondary
125513,813,425479,0.9938728389787432,40,5-10 years,Suburban,Fixed,Condo,PA,3.68,38,11342,196295,Secondary
310235,717,628450,0.7589740281977081,25,1-3 years,Urban,Adjustable,Townhouse,FL,6.46,19,64973,148253,Primary
280574,796,551261,0.583925490686511,25,< 1 year,Rural,Fixed,Townhouse,PA,5.71,22,83202,256133,Investment
296935,690,468763,0.9489562180952155,25,3-5 years,Suburban,Fixed,Townhouse,CA,6.57,49,32333,326860,Investment
279192,728,567884,0.9380966202116503,40,3-5 years,Suburban,Fixed,Townhouse,MI,2.56,28,41644,218126,Primary
207708,710,307440,0.5573070586260858,15,3-5 years,Rural,Adjustable,Multi Family,IL,9.07,28,33275,209876,Secondary
345268,679,617312,0.621158364820804,20,1-3 years,Urban,Fixed,Multi Family,OH,6.33,43,54311,270288,Secondary
142725,711,276467,0.666809800510237,40,3-5 years,Urban,Fixed,Condo,IL,2.14,18,87757,318891,Primary
363126,801,269274,0.6520757012346072,30,5-10 years,Rural,Fixed,Multi Family,NY,4.9,40,89185,122944,Primary
473864,799,538604,0.9437367805632303,20,10+ years,Urban,Adjustable,Single Family,GA,6.5,14,61944,207909,Secondary
319036,711,457078,0.7727131702046736,20,3-5 years,Rural,Fixed,Townhouse,NY,8.38,10,93904,290831,Investment
301503,693,560768,0.9760811002868678,25,< 1 year,Rural,Adjustable,Condo,PA,4.98,35,16129,301968,Primary
237087,799,670154,0.5058109747978323,30,1-3 years,Rural,Adjustable,Condo,OH,6.58,15,35474,169189,Secondary
203151,706,477869,0.611047756413951,20,< 1 year,Rural,Fixed,Single Family,NC,7.22,11,75240,320476,Investment
330366,783,248861,0.6000495277165265,15,5-10 years,Suburban,Fixed,Single Family,NY,9.33,26,31408,157982,Secondary
463487,690,562286,0.9468726361293289,30,10+ years,Rural,Adjustable,Multi Family,GA,4.53,34,81795,165401,Secondary
127263,796,594938,0.7552012477006049,40,< 1 year,Suburban,Adjustable,Multi Family,OH,4.71,34,42260,206216,Secondary
330960,731,449455,0.5127757502164628,25,3-5 years,Suburban,Adjustable,Townhouse,IL,6.88,17,37824,270999,Investment
399554,704,523582,0.6331886280426406,30,1-3 years,Rural,Fixed,Townhouse,FL,4.38,20,17000,323832,Primary
291803,790,396061,0.7866382663311718,30,< 1 year,Rural,Fixed,Single Family,TX,4.66,37,59458,189660,Secondary
472281,811,606490,0.8399960311243762,30,1-3 years,Suburban,Fixed,Condo,TX,6.68,36,57260,200223,Primary
131402,810,485305,0.9513034784428582,30,3-5 years,Rural,Fixed,Townhouse,TX,7.48,48,45682,263589,Primary
310043,698,540192,0.6202470376844074,40,< 1 year,Urban,Adjustable,Townhouse,GA,1.63,36,24011,209326,Secondary
136559,711,429621,0.8228708233388481,25,10+ years,Rural,Adjustable,Townhouse,FL,4.6,17,71832,207375,Primary
381290,682,331054,0.7399146326918661,15,5-10 years,Suburban,Fixed,Condo,OH,7.56,32,70017,309903,Primary
239724,728,270441,0.7140193756914908,40,< 1 year,Urban,Fixed,Condo,NC,3.79,36,62282,196361,Primary
338147,812,462533,0.6693871160020588,40,1-3 years,Urban,Fixed,Condo,IL,5.39,24,46370,293151,Investment
394764,788,408113,0.7819689779046598,40,< 1 year,Suburban,Adjustable,Townhouse,IL,5.27,48,65595,128431,Primary
407951,777,388990,0.8839413022369849,30,1-3 years,Urban,Adjustable,Multi Family,TX,5.51,23,37773,113621,Secondary
286439,743,208875,0.5758040193964766,40,1-3 years,Rural,Adjustable,Condo,NC,2.34,37,99692,176816,Investment
177520,837,651616,0.7015576461791524,30,1-3 years,Rural,Fixed,Multi Family,GA,5.2,10,31340,251226,Secondary
348293,766,393017,0.9451431213091847,25,10+ years,Suburban,Fixed,Single Family,IL,6.56,21,57397,128878,Primary
280525,849,615296,0.8336040401058615,25,10+ years,Rural,Fixed,Single Family,GA,7.68,23,93797,267576,Investment
176254,717,422456,0.9733491301057126,15,10+ years,Suburban,Adjustable,Multi Family,NC,7.61,17,64570,126821,Primary
475967,794,595187,0.9806514802105712,15,5-10 years,Rural,Adjustable,Condo,IL,8.56,40,55325,220859,Investment
277768,660,639943,0.6501065988561456,25,1-3 years,Suburban,Fixed,Townhouse,TX,6.98,41,86865,268827,Primary
354841,677,507129,0.882186801637632,20,< 1 year,Rural,Adjustable,Multi Family,MI,6.83,41,94523,242325,Investment
449579,748,241755,0.6447554487359317,20,10+ years,Rural,Adjustable,Multi Family,MI,7.91,32,20878,324773,Secondary
373905,723,399878,0.9959987143790738,20,1-3 years,Suburban,Adjustable,Multi Family,CA,6.39,46,67861,186071,Secondary
234355,838,326259,0.9157013177772296,25,3-5 years,Rural,Adjustable,Multi Family,CA,7.84,29,28969,347190,Secondary
445116,764,591152,0.7523598339781805,25,3-5 years,Suburban,Adjustable,Single Family,CA,6.88,37,17775,117229,Secondary
222291,712,477527,0.9235132026092152,40,< 1 year,Urban,Adjustable,Single Family,PA,1.78,11,74183,210824,Primary
484258,840,595676,0.7024042924818357,30,3-5 years,Rural,Adjustable,Multi Family,CA,5.89,13,73719,170446,Secondary
219032,723,345470,0.8122138946915332,30,5-10 years,Suburban,Adjustable,Single Family,PA,4.27,14,87153,289052,Secondary
316221,690,639830,0.888805114847586,30,3-5 years,Urban,Fixed,Condo,CA,3.37,49,97085,227940,Investment
364682,736,399887,0.6423273535054996,30,10+ years,Urban,Adjustable,Single Family,GA,6.34,26,28133,100770,Primary
234738,756,617553,0.7879432800539635,20,3-5 years,Rural,Fixed,Single Family,GA,6.11,34,70103,294846,Secondary
410925,726,208662,0.5697651053536065,30,5-10 years,Suburban,Fixed,Multi Family,OH,6.62,48,75691,151857,Primary
125440,796,502704,0.9976534260969651,30,1-3 years,Suburban,Fixed,Single Family,NY,6.79,12,12130,321227,Investment
234652,750,538752,0.7171748732360093,40,1-3 years,Urban,Adjustable,Townhouse,PA,2.25,28,17810,265922,Secondary
100970,717,624948,0.8884674559585268,25,5-10 years,Suburban,Fixed,Condo,FL,4.6,17,53342,221324,Investment
298582,737,388551,0.8352283615966076,25,< 1 year,Urban,Fixed,Single Family,PA,5.37,17,60328,171542,Secondary
347067,738,520435,0.7423129645340248,20,3-5 years,Rural,Adjustable,Single Family,TX,8.45,36,87578,295113,Secondary
309136,719,387478,0.5668015803035168,30,3-5 years,Urban,Fixed,Single Family,NY,4.55,46,57419,264605,Primary
385382,791,550449,0.8818991771637898,15,3-5 years,Rural,Fixed,Condo,MI,7.87,21,76394,341071,Secondary
465305,746,292018,0.7566151087099452,30,< 1 year,Suburban,Adjustable,Multi Family,GA,5.62,45,58412,248439,Primary
247101,806,649686,0.7227596748074117,20,1-3 years,Urban,Adjustable,Condo,CA,8.91,30,13649,115386,Secondary
105142,679,420334,0.7424976370933809,40,< 1 year,Urban,Fixed,Multi Family,CA,1.92,50,72055,323097,Secondary
422439,785,500262,0.6480148257591472,25,1-3 years,Urban,Fixed,Townhouse,GA,6.2,21,59546,117456,Secondary
499720,720,440666,0.9817962667996808,15,1-3 years,Suburban,Adjustable,Condo,MI,7.73,31,25964,250308,Secondary
348778,795,454439,0.5041938266253136,30,3-5 years,Urban,Adjustable,Townhouse,PA,6.86,38,98554,268869,Secondary
412637,728,221691,0.5926942215266652,20,3-5 years,Rural,Fixed,Multi Family,GA,7.77,26,71058,157084,Secondary
428339,705,256676,0.6647915603010524,30,10+ years,Urban,Adjustable,Single Family,IL,6.34,31,65756,245645,Investment
222725,650,591191,0.9917928277006143,25,< 1 year,Suburban,Fixed,Townhouse,TX,4.6,46,91579,299984,Investment
138143,765,583227,0.5819497656849915,25,10+ years,Rural,Fixed,Single Family,CA,6.32,39,76299,306387,Primary
215644,769,246973,0.6184568649324467,40,1-3 years,Rural,Adjustable,Condo,IL,4.45,20,27773,341837,Primary
130020,722,560908,0.5764491199824409,20,1-3 years,Urban,Fixed,Single Family,TX,8.13,12,90068,108917,Secondary
248606,776,644429,0.9215099480101923,30,< 1 year,Suburban,Fixed,Multi Family,PA,4.97,10,49396,232939,Primary
103914,664,491277,0.9247998645571016,15,< 1 year,Suburban,Fixed,Condo,OH,7.4,42,65449,307433,Secondary
165139,669,354271,0.8499855354368685,25,5-10 years,Rural,Fixed,Townhouse,FL,5.18,50,33704,268669,Investment
263307,645,418836,0.574933978318948,15,1-3 years,Rural,Adjustable,Multi Family,PA,7.85,27,73321,200915,Secondary
255963,789,676678,0.5634119813732352,15,10+ years,Rural,Adjustable,Townhouse,OH,8.61,38,41094,317842,Primary
444114,709,664805,0.8317419617617141,40,5-10 years,Urban,Adjustable,Multi Family,NC,2.65,46,64945,215960,Secondary
137960,777,354132,0.9628684617990328,20,1-3 years,Urban,Fixed,Townhouse,NC,7.15,34,34884,286689,Investment
428567,816,489016,0.8794539701054371,20,< 1 year,Suburban,Fixed,Single Family,CA,9.02,46,61744,129874,Primary
273649,764,395381,0.9675991107737811,20,1-3 years,Rural,Fixed,Multi Family,CA,8.16,42,90536,117478,Primary
309526,804,369548,0.8352432385458946,25,10+ years,Rural,Fixed,Single Family,CA,7.09,16,23502,337809,Investment
132258,674,464865,0.6413377914785061,15,5-10 years,Rural,Adjustable,Multi Family,NC,7.81,17,28147,144193,Primary
242087,811,636879,0.9636277448864197,25,10+ years,Suburban,Fixed,Single Family,MI,6.49,36,84798,159268,Primary
495062,835,420098,0.9028443076060402,15,5-10 years,Rural,Fixed,Townhouse,GA,10.52,40,23080,146479,Investment
266981,754,296032,0.8847441909738494,25,3-5 years,Suburban,Adjustable,Condo,IL,6.25,40,66923,274576,Investment
374841,848,408908,0.7834478704035434,30,3-5 years,Suburban,Fixed,Single Family,GA,6.04,44,90391,138635,Secondary
411583,683,502460,0.5801035590609868,20,< 1 year,Rural,Adjustable,Condo,NY,5.68,46,25588,198393,Investment
403884,703,500044,0.557615154792453,20,10+ years,Suburban,Adjustable,Townhouse,CA,6.69,11,89215,262602,Primary
187755,695,215331,0.7640795662736117,20,3-5 years,Suburban,Fixed,Multi Family,GA,6.69,38,18139,155324,Primary
484622,663,236065,0.5554195302960572,15,< 1 year,Suburban,Fixed,Townhouse,IL,7.7,30,32975,158841,Secondary
229965,725,484297,0.900226270806794,25,10+ years,Suburban,Fixed,Single Family,GA,7.08,27,75839,236519,Investment
277879,837,698664,0.9643569451944953,30,1-3 years,Rural,Fixed,Townhouse,GA,5.83,43,10800,224268,Secondary
462447,758,242226,0.7902244412930552,25,1-3 years,Urban,Fixed,Multi Family,CA,7.19,17,17983,169945,Investment
394530,771,515757,0.655583500798312,40,3-5 years,Rural,Fixed,Condo,NY,4.06,48,22219,315775,Primary
180944,813,569940,0.8080416770001225,15,< 1 year,Rural,Fixed,Single Family,IL,7.88,47,27500,256991,Secondary
185603,733,281160,0.6446601394826117,30,< 1 year,Urban,Adjustable,Multi Family,NC,4.86,43,30188,174305,Secondary
177793,684,478570,0.9080827603444861,15,5-10 years,Urban,Fixed,Townhouse,GA,8.16,12,55111,179017,Secondary
188560,721,582824,0.6398245676493086,30,10+ years,Suburban,Adjustable,Single Family,GA,5.7,41,90766,162242,Primary
137335,838,434288,0.8267847702711665,15,5-10 years,Suburban,Adjustable,Townhouse,GA,7.91,17,93510,246375,Primary
233261,706,478137,0.9154177537458414,20,1-3 years,Rural,Fixed,Multi Family,FL,5.52,22,26403,101951,Secondary
480965,691,218024,0.6196234610365196,25,5-10 years,Suburban,Fixed,Single Family,OH,7.08,45,18392,307162,Primary
211809,686,363926,0.5297380458565308,30,< 1 year,Rural,Adjustable,Townhouse,NY,4.84,46,36104,178741,Primary
299679,684,429859,0.6107527242783417,30,1-3 years,Urban,Fixed,Condo,GA,5.53,10,10498,152604,Primary
123561,642,598560,0.5256691630557897,20,5-10 years,Rural,Fixed,Townhouse,IL,5.8,46,62925,215407,Primary
481318,778,263594,0.6909951073203415,40,10+ years,Suburban,Fixed,Condo,OH,4.03,10,50867,297977,Secondary
359584,693,546679,0.6629329827292902,30,10+ years,Rural,Adjustable,Townhouse,MI,6.25,30,94724,206419,Investment
339777,794,211495,0.5423201611045679,25,1-3 years,Urban,Fixed,Condo,TX,6.86,14,25037,137738,Investment
258992,720,325406,0.5754476719524901,30,3-5 years,Rural,Adjustable,Condo,IL,5.48,33,87233,341058,Secondary
466476,765,242037,0.7053206492875115,25,3-5 years,Rural,Fixed,Townhouse,GA,6.96,24,54229,246580,Primary
369668,751,667597,0.677108433047692,20,10+ years,Suburban,Fixed,Townhouse,GA,6.79,14,65659,130409,Primary
195829,686,455198,0.8799508703782715,20,< 1 year,Rural,Adjustable,Multi Family,TX,6.09,40,85060,229343,Secondary
145239,736,258580,0.8965854529828253,20,< 1 year,Urban,Fixed,Multi Family,GA,8.06,37,74274,169766,Investment
377181,710,671708,0.6888770608925991,40,10+ years,Urban,Adjustable,Multi Family,IL,2.99,15,35213,280357,Secondary
415680,646,471585,0.5995800564972928,15,< 1 year,Suburban,Adjustable,Condo,GA,7.48,24,61480,339367,Primary
184471,724,546342,0.9455093978491387,20,10+ years,Urban,Adjustable,Single Family,OH,8.01,15,85934,318125,Investment
305230,799,363659,0.866768202843457,20,5-10 years,Rural,Adjustable,Townhouse,FL,7.66,15,91465,217622,Secondary
369370,717,312794,0.9758164103116064,20,5-10 years,Urban,Fixed,Single Family,FL,8.1,33,18134,222138,Secondary
270327,724,607927,0.8804405676928866,30,3-5 years,Urban,Adjustable,Condo,OH,4.04,43,91742,343637,Investment
426916,664,608043,0.9992454444974757,25,10+ years,Rural,Fixed,Single Family,MI,6.41,16,64497,204297,Primary
134210,692,386202,0.5813961036244824,40,< 1 year,Suburban,Fixed,Condo,PA,4.34,48,88908,249989,Primary
125037,799,304490,0.6884178144141969,25,1-3 years,Urban,Fixed,Multi Family,PA,7.7,43,44234,330844,Secondary
144263,640,383124,0.5139368594953758,30,1-3 years,Suburban,Fixed,Townhouse,CA,3.69,39,35685,154159,Investment
442872,664,673445,0.8073053526048573,40,10+ years,Rural,Fixed,Multi Family,GA,1.84,36,51374,284304,Investment
345117,753,577651,0.5653479544331947,20,5-10 years,Urban,Adjustable,Multi Family,TX,7.63,38,33322,205039,Secondary
302797,827,255364,0.8865938650025346,40,10+ years,Suburban,Fixed,Condo,NC,5.53,10,84652,122567,Primary
366734,687,583121,0.846441568801946,30,3-5 years,Urban,Fixed,Townhouse,MI,5.34,34,17848,167818,Secondary
143659,724,427967,0.9512249377698039,15,< 1 year,Suburban,Adjustable,Townhouse,NC,8.09,10,79824,242514,Primary
424777,808,473906,0.9727041596698986,25,< 1 year,Rural,Adjustable,Condo,FL,5.95,38,81741,169694,Secondary
490653,712,465705,0.6032661932586652,25,3-5 years,Rural,Adjustable,Multi Family,NC,7.45,37,49730,285308,Secondary
189945,670,664293,0.8634536580115446,30,1-3 years,Urban,Adjustable,Townhouse,TX,3.82,13,54801,297962,Primary
299822,850,271736,0.8630210279694115,25,3-5 years,Urban,Adjustable,Multi Family,TX,6.27,10,45431,230975,Secondary
486460,753,664673,0.7782929676192287,15,3-5 years,Rural,Adjustable,Townhouse,NY,8.22,11,71719,209165,Primary
466805,646,666069,0.8294971243512204,30,< 1 year,Suburban,Fixed,Townhouse,FL,5.58,18,13680,143395,Primary
263229,828,576321,0.5812852034316038,15,3-5 years,Urban,Adjustable,Multi Family,NY,8.79,20,13660,209434,Primary
317452,665,612861,0.6542777876210045,25,10+ years,Urban,Fixed,Multi Family,CA,5.62,34,51451,133481,Investment
418899,797,475290,0.6159245622034395,25,1-3 years,Rural,Fixed,Condo,PA,5.67,34,47751,238928,Secondary
384098,737,441434,0.5765281609380237,30,1-3 years,Urban,Adjustable,Multi Family,FL,4.54,15,76978,102267,Primary
118905,752,419766,0.910933908989837,25,5-10 years,Rural,Adjustable,Single Family,GA,5.05,49,63368,120772,Primary
372876,727,542260,0.7665199428646152,25,3-5 years,Urban,Adjustable,Condo,NC,5.67,45,37891,158532,Investment
399750,797,449120,0.7326193476265827,25,3-5 years,Rural,Fixed,Multi Family,GA,7.6,37,91947,143213,Primary
426082,661,592640,0.7438486219461167,20,1-3 years,Suburban,Fixed,Single Family,FL,7.37,47,90026,293376,Investment
263947,692,362676,0.939696953078103,20,< 1 year,Rural,Fixed,Multi Family,NC,8.02,50,37236,196670,Investment
308836,652,666078,0.8325658153669782,30,< 1 year,Rural,Fixed,Townhouse,NC,5.56,19,91497,344583,Investment
424567,728,402409,0.5518026367427218,40,< 1 year,Suburban,Adjustable,Multi Family,GA,1.84,34,96829,340708,Primary
322127,723,536656,0.8446178216235516,25,10+ years,Rural,Adjustable,Townhouse,OH,5.58,21,56279,250317,Primary
353556,838,676058,0.7552995302106212,25,1-3 years,Rural,Adjustable,Condo,CA,8.15,43,85379,327669,Secondary
328576,833,283287,0.5285869333773587,25,5-10 years,Suburban,Adjustable,Condo,GA,5.85,34,96100,147753,Investment
418702,755,471218,0.6712110708037935,30,1-3 years,Rural,Adjustable,Townhouse,GA,5.54,21,26280,180008,Investment
181811,683,496647,0.9690552696109338,40,1-3 years,Rural,Adjustable,Townhouse,NC,2.65,41,17525,309893,Secondary
337128,744,367214,0.6083589116326943,15,5-10 years,Suburban,Fixed,Condo,GA,7.46,10,33941,246445,Primary
231412,663,361631,0.9021542461983607,25,< 1 year,Rural,Adjustable,Townhouse,OH,6.42,23,87478,327434,Secondary
168956,765,486259,0.5752977364135539,40,10+ years,Rural,Adjustable,Single Family,CA,3.17,48,62789,265362,Primary
444119,709,323450,0.753045435917289,40,5-10 years,Rural,Fixed,Single Family,NY,2.87,32,96893,186131,Primary
481568,738,297625,0.822719678970135,25,3-5 years,Rural,Adjustable,Multi Family,NY,5.1,15,52505,301788,Primary
289965,842,642814,0.579463490722391,25,3-5 years,Urban,Fixed,Condo,IL,8.66,30,86272,323045,Secondary
482426,807,461901,0.8534766558365581,15,3-5 years,Suburban,Fixed,Multi Family,MI,10.38,33,40088,129080,Secondary
125334,804,531655,0.6197567091211609,40,5-10 years,Urban,Fixed,Multi Family,FL,2.88,23,93463,190606,Investment
197125,789,285994,0.9553538176938996,40,5-10 years,Urban,Adjustable,Multi Family,NC,4.7,41,92114,153475,Primary
382092,689,586272,0.9911092044422916,25,5-10 years,Urban,Fixed,Condo,MI,4.31,32,24572,283389,Investment
150587,756,205539,0.8676842432449619,20,10+ years,Urban,Adjustable,Townhouse,PA,8.22,12,21886,131571,Secondary
352717,792,486941,0.6970729303094314,15,10+ years,Suburban,Fixed,Single Family,FL,10.25,32,22953,109746,Investment
433052,714,621765,0.6673920169921183,40,1-3 years,Urban,Fixed,Condo,MI,3.0,21,21311,173733,Secondary
206461,817,625145,0.7609980729804787,40,5-10 years,Suburban,Adjustable,Condo,TX,2.66,36,27537,158943,Primary
118245,773,371308,0.7776809994407575,25,3-5 years,Rural,Fixed,Condo,OH,6.55,29,48730,258856,Investment
468739,840,240106,0.5550532856005802,25,10+ years,Suburban,Adjustable,Townhouse,GA,6.11,20,21099,334862,Secondary
420436,735,529319,0.5414716816840635,30,< 1 year,Suburban,Fixed,Townhouse,GA,6.0,36,38710,318579,Secondary
293767,645,215507,0.5986488883781653,15,< 1 year,Suburban,Fixed,Townhouse,TX,8.14,13,84955,296170,Investment
166728,657,521882,0.6788155636131563,25,< 1 year,Urban,Adjustable,Townhouse,TX,4.15,17,15692,198723,Secondary
377386,811,238128,0.5614037475519313,15,< 1 year,Urban,Adjustable,Single Family,OH,8.37,13,29646,221522,Investment
292889,791,604821,0.7107584626036751,30,10+ years,Rural,Adjustable,Condo,OH,6.62,14,23763,332091,Investment
344927,790,227375,0.9405957157651612,15,1-3 years,Rural,Fixed,Townhouse,CA,8.4,35,97629,122706,Secondary
444140,723,460154,0.7962369151019346,15,1-3 years,Rural,Fixed,Multi Family,PA,9.07,10,88488,253067,Primary
109986,763,644402,0.7931849522007456,15,5-10 years,Suburban,Fixed,Townhouse,PA,8.03,21,34609,328016,Primary
416503,739,512304,0.6923835295172243,25,< 1 year,Suburban,Fixed,Multi Family,CA,5.31,15,51472,265451,Primary
164737,721,370152,0.8328764860584531,15,< 1 year,Urban,Fixed,Single Family,PA,8.32,46,81950,122929,Primary
188273,640,432833,0.7037322667899057,30,3-5 years,Suburban,Adjustable,Condo,GA,4.12,40,32998,213157,Investment
237136,715,573238,0.5239330802695517,25,< 1 year,Suburban,Adjustable,Townhouse,GA,6.18,24,56241,140474,Investment
475352,720,327432,0.7618074026570915,25,1-3 years,Urban,Fixed,Townhouse,CA,6.19,50,31464,157161,Primary
472941,800,286547,0.6686953952279215,20,3-5 years,Urban,Adjustable,Condo,NC,9.29,31,66439,162820,Secondary
126600,822,265996,0.7504532205467409,20,< 1 year,Urban,Adjustable,Multi Family,TX,7.46,27,36846,292716,Secondary
303469,815,535211,0.9411191311975058,25,3-5 years,Suburban,Fixed,Single Family,OH,6.46,30,44079,297836,Investment
235407,761,565040,0.9451835475694583,15,10+ years,Rural,Adjustable,Single Family,FL,8.96,28,70694,340768,Primary
416630,663,201834,0.8997086882799183,30,10+ years,Rural,Fixed,Multi Family,TX,5.14,16,64522,279335,Primary
133724,836,327817,0.7350031033013462,15,3-5 years,Rural,Adjustable,Single Family,TX,10.71,41,22009,299464,Investment
294408,775,339008,0.8826525340640241,15,< 1 year,Urban,Fixed,Multi Family,FL,9.57,28,80774,130723,Secondary
112355,796,476953,0.8670597754225744,25,3-5 years,Suburban,Adjustable,Single Family,PA,7.66,25,10256,140603,Investment
215030,675,358141,0.9573317409188642,30,10+ years,Rural,Fixed,Condo,IL,5.25,24,34305,321645,Secondary
194930,677,214440,0.8712522178751241,40,< 1 year,Rural,Fixed,Condo,PA,2.84,30,57753,344514,Primary
496261,778,671117,0.8678147413357784,15,5-10 years,Rural,Adjustable,Multi Family,FL,8.47,35,70462,342531,Investment
289453,835,358196,0.8033892104492327,25,1-3 years,Suburban,Adjustable,Townhouse,NC,7.48,49,89815,317510,Investment
480735,670,521081,0.9735402574090983,25,< 1 year,Urban,Fixed,Single Family,CA,6.81,48,11226,256515,Secondary
262695,788,497208,0.6744145774218319,25,< 1 year,Rural,Fixed,Multi Family,FL,7.9,50,61106,193671,Secondary
271057,648,424281,0.6221905713788654,20,10+ years,Rural,Adjustable,Townhouse,FL,5.84,25,81988,148334,Secondary
163298,829,393908,0.8178020875382908,20,5-10 years,Urban,Fixed,Condo,PA,7.88,29,79250,264014,Secondary
316508,719,238911,0.8112062023664621,30,10+ years,Suburban,Adjustable,Multi Family,IL,6.04,20,82991,297018,Investment
349638,846,668652,0.523199091064334,20,5-10 years,Suburban,Fixed,Townhouse,FL,8.48,34,31670,267921,Investment
478688,671,357005,0.9408390530475769,15,1-3 years,Urban,Adjustable,Condo,CA,9.11,41,65073,292968,Investment
274604,732,280597,0.649996881895522,15,10+ years,Suburban,Fixed,Condo,OH,9.23,17,37160,150997,Primary
124131,663,274581,0.7862653271504529,15,10+ years,Urban,Fixed,Single Family,TX,6.49,17,65175,170898,Secondary
420734,717,423036,0.9826233833958209,15,1-3 years,Urban,Adjustable,Condo,FL,8.72,39,20452,113766,Investment
241260,734,689396,0.7456227246974589,20,5-10 years,Rural,Fixed,Condo,FL,6.71,10,59451,271719,Secondary
440665,651,496367,0.7134842368817622,15,10+ years,Suburban,Fixed,Condo,NY,7.77,47,98716,119247,Primary
103220,731,222419,0.833341238124067,15,< 1 year,Suburban,Adjustable,Multi Family,NY,8.04,10,18318,100565,Investment
339788,762,350492,0.9992518494598718,25,10+ years,Urban,Adjustable,Multi Family,TX,5.63,43,57190,104835,Primary
171660,657,590531,0.500409631064189,30,1-3 years,Suburban,Adjustable,Condo,CA,3.27,23,47908,228028,Secondary
357046,780,533683,0.6781471058069262,20,5-10 years,Suburban,Fixed,Townhouse,NC,8.93,41,64402,347012,Primary
328084,683,430159,0.9116348176332498,40,1-3 years,Rural,Adjustable,Single Family,TX,1.94,10,67477,218368,Investment
415913,681,346126,0.960543042105725,15,1-3 years,Urban,Adjustable,Multi Family,NY,8.34,16,61091,156395,Investment
454573,774,234440,0.6447310244506266,20,10+ years,Suburban,Adjustable,Townhouse,OH,7.98,19,44308,261995,Secondary
486291,715,574010,0.5627953159813229,20,1-3 years,Rural,Fixed,Single Family,IL,7.19,37,19268,282821,Investment
171955,777,445923,0.6455904754879396,40,1-3 years,Rural,Fixed,Condo,GA,5.19,45,91467,178276,Investment
152475,800,292134,0.9785548300746616,15,3-5 years,Rural,Adjustable,Multi Family,FL,7.94,27,65197,325644,Primary
175942,642,663600,0.6453244063680195,30,1-3 years,Rural,Fixed,Townhouse,GA,5.51,28,53713,312141,Investment
424725,811,304989,0.6357720475086159,15,1-3 years,Urban,Adjustable,Single Family,IL,8.53,13,46249,144244,Secondary
460888,766,540945,0.7971329698854428,15,5-10 years,Suburban,Fixed,Single Family,MI,7.61,26,10497,157234,Primary
219976,653,225480,0.7149058026258531,30,1-3 years,Suburban,Fixed,Townhouse,CA,3.31,33,22692,339458,Secondary
498504,646,456901,0.9905921293675081,20,< 1 year,Suburban,Fixed,Multi Family,CA,6.2,20,14985,235285,Secondary
259719,750,629186,0.6290431596758463,30,10+ years,Urban,Fixed,Condo,CA,4.15,26,94485,260977,Primary
114824,817,231328,0.7713381175461052,25,10+ years,Urban,Fixed,Single Family,OH,6.08,13,93541,152193,Secondary
195050,699,583861,0.7817035931263026,30,1-3 years,Suburban,Fixed,Multi Family,NC,3.9,42,68616,114641,Secondary
224535,650,562742,0.5290161977357579,30,10+ years,Suburban,Fixed,Townhouse,OH,3.63,46,43458,320885,Secondary
320944,790,314703,0.9528699375906964,40,< 1 year,Suburban,Fixed,Condo,CA,4.75,33,41720,265634,Primary
193477,717,637716,0.5859683228916608,40,5-10 years,Urban,Adjustable,Multi Family,NY,4.01,39,57380,110203,Primary
334644,773,346782,0.7597111712604148,40,1-3 years,Rural,Adjustable,Condo,TX,3.4,50,24687,329662,Primary
239839,784,619656,0.9742962078116969,15,1-3 years,Suburban,Fixed,Condo,NY,7.33,22,77679,106355,Investment
486301,668,635350,0.7624726165123268,30,5-10 years,Rural,Fixed,Condo,TX,6.0,24,69917,194430,Primary
346340,686,617540,0.6210652221050594,20,3-5 years,Suburban,Fixed,Townhouse,PA,8.27,27,96324,155925,Investment
409680,735,512055,0.5013147153435585,40,5-10 years,Suburban,Fixed,Condo,MI,2.06,24,47388,348688,Investment
295478,715,500994,0.6272694640597103,40,1-3 years,Urban,Adjustable,Single Family,PA,4.06,31,84234,113148,Primary
367205,801,571010,0.662826544001273,30,3-5 years,Urban,Fixed,Multi Family,TX,4.51,20,33591,115765,Secondary
192326,806,428951,0.5041242203597598,20,3-5 years,Rural,Adjustable,Condo,NC,8.17,38,91714,236267,Primary
401040,812,285810,0.7671893853839732,15,5-10 years,Suburban,Adjustable,Single Family,GA,9.08,34,30491,293536,Investment
488922,809,477854,0.9291180184901189,20,< 1 year,Suburban,Adjustable,Townhouse,CA,8.66,10,79257,294157,Investment
358575,726,343200,0.5014217715894969,20,5-10 years,Urban,Fixed,Multi Family,OH,8.54,28,93975,196295,Investment
377629,708,676778,0.7852764696902289,30,< 1 year,Rural,Adjustable,Condo,NY,5.25,45,70427,342714,Secondary
238823,841,587289,0.5312426754242012,40,1-3 years,Rural,Adjustable,Condo,IL,3.12,39,94185,106010,Secondary
222584,747,375359,0.5978277953072599,20,< 1 year,Suburban,Adjustable,Condo,MI,7.08,10,86927,108966,Primary
